complaint_text,officer_behaviour,amount
"supervisor at Trade licence office was bold enough to demand INR 5,000 with cameras watching",Bad,1000
Visited Fire NOC office — duty officer was honest and work was done quickly,Good,0
"3 vaaram achu Forest department la, progress illai, suspicious ah irukku",Bad,0
"The inspector at Ration PDS office demanded INR 8,000 openly with absolutely zero shame",Bad,15000
"Khullam khulla INR 8,000 manga Drug control department mein, koi dar nahi tha head clerk ko",Bad,1200
"Paid INR 5,000 at Taluk office voluntarily because nothing was going to move otherwise",Bad,25000
"Dhamki deta INR 40,000 ghetla GST office madhye, chukeeche ahe",Bad,28000
The inspector at Municipal office handled everything without asking for a single rupee,Good,0
"senior officer at Health department pointed at the drawer — I placed INR 15,000 inside",Bad,500
"officer okay aagidru Health department nalli, aadre helpful alla bilkul",Neutral,0
Got a feeling at Revenue office that cash was needed but no one would say it,Bad,0
"The officer at Municipal office demanded INR 12,000 openly with absolutely zero shame",Bad,3000
"inspector at Panchayat office said INR 2,000 is the processing charge — it is not official",Bad,25000
"The clerk at Education department used a middleman to collect INR 20,000 from me",Bad,800
"duty officer at RTO said pay INR 15,000 or come back in six months",Bad,3000
"staff member at Trade licence office said pay INR 50,000 or come back in six months",Bad,500
The desk officer at Ration PDS office handled my case after I followed up five times,Neutral,0
"Khullam khulla INR 500 manga Building permit office mein, koi dar nahi tha clerk ko",Bad,30000
"INR 5,000 dile swatahun Municipal office madhye, nahi tar pani jhaala nasata",Bad,28000
Paisa kodo illadidre docs lost aagthave anthu officer direct aagi heltidru Building permit office nalli,Bad,45000
"supervisor okay ga unnaru Building permit office lo, helpful kaadu but",Neutral,0
The officer at Social welfare office helped me fix the rejection reason and resubmit for free,Good,0
The head clerk processed my application but seemed completely least interested,Neutral,0
"Hint purinjuchu, INR 1,000 kuduthen Panchayat office la, velai seekirama achu",Bad,1500
"Submitted forms at Land registration, got stamp and signature, work done cleanly",Good,0
desk officer barely looked at me at Social welfare office — clearly waiting for cash,Bad,0
"Collectorate processed my application same day, not a single rupee demanded",Good,0
"Kotte INR 8,000 Drug control department nalli, illadidre naann kaaj aage irthirlilla",Bad,2000
"INR 18,000 swayamaa kuduthen Passport office la, system ippadi taan irukku 😞",Bad,10000
Work stopped at BESCOM without any official notice or valid reason,Bad,0
"Yenu kela maadlilla Health department nalli, aadre attitude sari irliilla",Neutral,0
staff member at GST office declined when I tried to offer extra money — respected that 🙏,Good,0
"senior officer seedha INR 2,500 kettikaattu Income tax office la, illati reject pannuven nu sonnaar",Bad,1500
Delay ayyindi,Neutral,0
"Police station la romba nalla staff member irundhaaru, paisa kettaangale illai 🙏",Good,0
"head clerk BESCOM mein baar baar kal aao bol raha hai, kaam nahi ho raha 😤",Bad,0
"Forced ga INR 20,000 teesukunnaru Education department lo, complaint chestanu 😡",Bad,500
"Demanded INR 4,000 at Fire NOC office before even looking at my documents",Bad,8000
"INR 50,000 kela maadidru openly Building permit office nalli, yenu lajja illa avrige",Bad,500
"INR 500 diye RTO mein apni marzi se, warna aur mahine nikal jaate",Bad,3000
My file was at the bottom of the pile at Ration PDS office for no valid reason at all,Bad,0
The desk officer at Police station helped me fix the rejection reason and resubmit for free,Good,0
"Gave INR 4,000 on my own at Employment exchange after months of completely deliberate delay",Bad,5000
"INR 1,500 diye Municipal office mein apni marzi se, warna aur mahine nikal jaate",Bad,2500
"RTO nalli documents bega process aadvu, section officer cooperative aagidru",Good,0
"Had no option but to pay INR 25,000 at Taluk office — supervisor made that very clear",Bad,40000
"Clean process at Taluk office, every single step was above board and transparent",Good,0
"Naachaar ah INR 800 kuduthen Health department la, veru vazhi illai",Bad,1000
Land registration ke section officer ne broker ko bhaga diya aur khud help ki — respect 🙏,Good,0
"Gave INR 8,000 at RTO after section officer rejected my correct documents twice",Bad,45000
Got a feeling at Collectorate that cash was needed but no one would say it,Bad,0
"Gave INR 4,000 because the waiting game at Taluk office was clearly never ending",Bad,2000
staff member barely looked at me at Passport office — clearly waiting for cash,Bad,0
Broker kitta poi paaru nu officer sonna maari irukku Ration PDS office la,Bad,0
Suspicious delays at BBMP — others work moves fast but mine doesn't,Bad,0
"Everything was transparent at Police station, clerk did not delay my file at all",Good,0
The desk officer at Revenue office helped me fix the rejection reason and resubmit for free,Good,0
"Forced to pay INR 1,000 at Forest department, supervisor had no fear of CCTV at all",Bad,25000
"3 hafte ho gaye Water board mein, koi bhi file nahi pakad raha",Bad,0
"head clerk at Water board threatened to cancel my file unless I paid INR 3,000 immediately",Bad,800
"inspector at Health department pointed at the drawer — I placed INR 12,000 inside",Bad,35000
"Naa documents Social welfare office lo bega process ayyayi, clerk helpful ga unnaaru",Good,0
The clerk at BESCOM was approachable and finished my work without any hint,Good,0
"Gave INR 50,000 because the waiting game at Land registration was clearly never ending",Bad,1200
"Straight aagi heltidru INR 1,200 kodo Ration PDS office nalli, illadre file close aagthade",Bad,10000
The desk officer at Drug control department turned away my agent and helped me directly instead,Good,0
"Gave INR 40,000 because the waiting game at Drug control department was clearly never ending",Bad,50000
"INR 1,200 swayamga ichhanu Building permit office lo, system ila undi 😞",Bad,18000
"Average experience at Education department, clerk processed my file eventually",Neutral,0
The staff member at Fire NOC office was okay — not rude but not helpful either,Neutral,0
"Kotte INR 500 BESCOM nalli, illadidre naann kaaj aage irthirlilla",Bad,5000
"INR 18,000 ki demand khullam khulla GST office mein, koi sharam nahi 😡",Bad,7000
"Told me flat out at Passport office — pay INR 20,000 or get out of this office now",Bad,15000
"Seedha kaam hua Municipal office mein, koi agent nahi chahiye tha",Good,0
"Had no option but to pay INR 4,000 at Income tax office — senior officer made that very clear",Bad,2500
"Told me flat out at Income tax office — pay INR 4,000 or get out of this office now",Bad,10000
"Dhamki deta INR 12,000 ghetla BBMP madhye, chukeeche ahe",Bad,2000
"Labour department nalli system down anthaare 3 vaara aaytu, excuse maatrame",Bad,0
The desk officer at Education department guided me through every step without expecting anything,Good,0
"INR 15,000 dile naachaar hoton Drug control department la, kahi paryay navhata 😞",Bad,1000
Land registration is a black hole for applications — senior officer doesn't even make eye contact,Bad,0
"Forced to pay INR 6,000 at Fire NOC office, supervisor had no fear of CCTV at all",Bad,35000
"The staff member at Education department demanded INR 25,000 openly with absolutely zero shame",Bad,1500
Junior supervisor at Building permit office told me to meet someone who can help — hint clear,Bad,0
"Trade licence office mein bahut achha senior officer tha, koi bhi demand nahi ki bilkul",Good,0
"Hint artham chesukoni INR 20,000 ichhanu Forest department lo, pani ayyindi",Bad,4000
"Work done at Education department without paying anything extra, very satisfied",Good,0
Good 👍,Good,0
BBMP experience was average — supervisor did the job but nothing more,Neutral,0
"Velai nadakkalai Police station la, enna reason nu sollavillai desk officer 😤",Bad,0
"Maine khud INR 6,000 diye BESCOM mein kyunki kaam hone wala nahi tha",Bad,1000
"INR 18,000 dile naachaar hoton Labour department la, kahi paryay navhata 😞",Bad,1000
"Seedha bola Social welfare office mein INR 20,000 do ya ghar jao — itna bold tha staff member",Bad,2500
inspector at Employment exchange was polite but the process was slow and confusing,Neutral,0
"Seedha kaam hua Land registration mein, koi agent nahi chahiye tha",Good,0
desk officer at Fire NOC office referred me to senior for a completely simple request — stalling,Bad,0
"senior officer ne Panchayat office mein file rook ke rakhi jab tak INR 5,000 nahi diye",Bad,5000
Had no option but to pay INR 500 at Taluk office — staff member made that very clear,Bad,500
Office ke head clerk ne bola koi senior se baat karo RTO mein — stalling hai,Bad,0
"Paid INR 1,000 and my file was immediately processed at Taluk office — obvious corruption",Bad,1500
"Was told to pay INR 15,000 at GST office or my application would be rejected",Bad,40000
"Land registration nalli documents bega process aadvu, duty officer cooperative aagidru",Good,0
"supervisor at Police station said bring INR 40,000 tomorrow or forget the entire application",Bad,18000
"INR 12,000 swayamaa kuduthen Police station la, system ippadi taan irukku 😞",Bad,15000
"INR 1,500 ichhaanu Fire NOC office lo, lekapote pani avvaadu ani telisindi",Bad,8000
"Baar baar ya uthya ya section officer bol raha Passport office madhye, thaklo ahe 😤",Bad,0
"section officer at Building permit office said pay INR 18,000 or come back in six months",Bad,10000
"Directly cash kettaanganu BESCOM la, INR 5,000 kuduthen",Bad,20000
Officer at BESCOM was prompt and processed my request without hesitation,Good,0
"Bribe of INR 1,200 demanded at Building permit office openly in cash, no receipt was given",Bad,2000
"Hint nodi naane pay maade INR 1,200 Revenue office ge, baere option irliilla",Bad,2500
"INR 12,000 extorted at Collectorate in the name of processing fees — shameless 😡",Bad,20000
"INR 2,500 voluntarily kotte Income tax office nalli, ashtu kashta padrodu beda anthu 😞",Bad,4000
"Dhamki deke INR 15,000 le liya Municipal office mein, yeh sahi nahi hai 😡",Bad,20000
Pathetic delay 😡,Bad,0
"GST office ke clerk ne honestly explain kiya sab kuch, impressed hua",Good,0
"BESCOM ke section officer ne honestly explain kiya sab kuch, impressed hua",Good,0
"Gave INR 50,000 on my own at GST office after months of completely deliberate delay",Bad,30000
The supervisor at Passport office was approachable and finished my work without any hint,Good,0
Health department officer keeps saying come back tomorrow — classic delay tactic,Bad,0
"Everything was transparent at Drug control department, inspector did not delay my file at all",Good,0
"Shukriya BBMP ke senior officer ko, ek rupaya bhi nahi manga",Good,0
"INR 1,000 swayamaa kuduthen Collectorate la, system ippadi taan irukku 😞",Bad,800
"Was told to pay INR 12,000 at Drug control department or my application would be rejected",Bad,50000
"The clerk at Employment exchange demanded INR 2,500 openly with absolutely zero shame",Bad,1000
Rare clean governance — Income tax office inspector did the work on time 🙏,Good,0
Rare clean governance — Ration PDS office duty officer did the work on time 🙏,Good,0
Land registration staff didn't demand anything but their attitude was indifferent,Neutral,3000
"Land registration nalli kaaj aagolla, yaako delay anthaare explain maadalla senior officer",Bad,0
"Forced payment INR 1,000 Income tax office madhye, section officer la kaahi bhiti nahi 😡",Bad,2000
Forced payment,Bad,45000
"Naane kodthe INR 5,000 Income tax office nalli, kela maadlilla andre file move aagilla",Bad,28000
"Forced ga INR 12,000 teesukunnaru Employment exchange lo, complaint chestanu 😡",Bad,800
My staff member at Forest department was the first honest government officer I have met,Good,0
"The staff member at GST office demanded INR 12,000 openly with absolutely zero shame",Bad,1500
The duty officer at Health department guided me through every step without expecting anything,Good,0
